year,stcd,inc,pwin,dv,dvp,fr,po1,po2 ,redist ,dexp ,rexp,dpres
2014,2302,0,0,41.0,45.9,0,1,4,0,933331.9,3226366.88,50.05
2014,2303,0,0,37.8,41.8,0,0,0,0,127646.87,2695111.36,50.41
2014,2304,1,1,65.0,66.4,0,0,0,0,740086.05,130281.97,63.78
2014,2305,1,1,74.7,74.7,0,0,0,0,1984754.12,39018.76,75.38
2014,2306,3,0,40.5,49.4,9,4,6,0,221219.02,2030950.22,42.35
2014,2307,1,1,54.3,63.4,0,1,4,0,1569350.49,1023503.44,45.00
2014,2308,1,1,50.7,54.5,1,0,0,0,2113281.4,2130682.06,52.81
2014,2401,0,0,29.9,37.9,0,0,0,0,4174,766958.12,37.41
2014,2402,1,1,,68.4,0,5,2,0,1138673.87,,66.80
2014,2403,0,0,28.8,,0,0,0,0,,804135.65,39.46
2014,2404,0,0,25.8,31.0,0,0,0,0,,1180696.21,31.58
2014,2501,1,1,77.2,81.5,0,0,0,0,384886.95,,80.87
2014,2502,0,0,33.7,38.2,1,0,0,0,56305.59,1165958.97,42.03
2014,2503,0,0,28.4,34.1,0,0,0,0,,801186.21,36.80
2014,2504,0,0,27.9,37.0,0,0,0,0,12654.46,707937.36,37.30
2014,2505,1,1,53.4,62.1,0,0,0,0,1015923.41,142593.33,59.92
2014,2506,0,0,30.7,33.3,0,0,0,0,52587.25,1124266.27,38.71
2014,2507,0,0,31.2,32.6,0,0,0,0,110969.41,951627.29,30.95
2014,2508,0,0,26.7,25.4,2,0,0,0,181809.64,1589517.38,32.69
2014,2601,3,0,42.2,44.5,9,3,6,0,1703086.35,4665054.67,42.95
2014,2701,0,0,31.2,31.7,0,0,0,0,44690,396337.36,41.55
2014,2702,0,1,51.8,49.2,0,1,4,0,1231468.32,3084768.22,46.35
2014,2703,0,0,24.6,25.8,0,0,0,0,63507.57,877939.64,28.37
2014,2801,1,1,60.0,66.8,0,0,0,0,1012672.32,168068.06,66.94
2014,2802,0,0,29.8,38.6,0,0,0,0,10904,698200.81,45.85
2014,2803,0,0,37.3,46.0,0,0,0,0,1156609.84,1979831.52,50.41
2014,2804,1,0,48.5,54.3,1,1,4,0,1934821.85,383493.9,55.45
2014,2901,1,0,48.2,52.0,1,1,8,0,1713764.56,1261539.04,50.81
2014,2902,1,1,55.0,52.5,1,1,4,0,3641777.18,1195083.72,54.91
2014,3001,2,1,59.3,69.5,9,2,5,0,2076613.77,108463.77,65.82
2014,3002,0,0,37.8,41.1,0,0,0,0,756353.94,2425939.83,54.10
2014,3003,3,0,45.1,45.5,9,4,0,0,1773981.28,5648742.47,52.32
2014,3004,0,0,31.4,35.6,0,0,0,0,8037.51,459641.25,45.20
2014,3005,0,0,43.9,43.7,0,0,0,0,1251518.41,2245456.46,48.43
2014,3006,1,1,60.6,64.3,0,0,0,0,5292910.4,134056.78,62.15
2014,3007,0,0,39.6,41.2,0,1,0,0,116468.28,1031919.89,46.86
2014,3008,1,1,80.2,80.5,0,0,0,0,581949.99,,79.09
2014,3009,1,1,69.5,74.7,0,0,0,0,1161104.28,8823,68.92
2014,3010,1,1,87.1,89.2,1,0,0,0,552332.25,,88.43
2014,3011,0,0,37.4,40.5,0,0,0,0,173617.22,1442972.54,47.07
2014,3012,2,1,62.5,70.1,9,2,5,0,1388282.82,223878.72,67.24
2014,3101,1,1,58.6,59.2,1,0,0,0,1509600.3,342709.52,58.27
2014,3102,0,0,35.5,40.9,0,1,0,0,1415026.93,2282213.08,46.48
2014,3103,1,1,61.5,63.1,0,0,0,0,1045767.5,110501.41,59.77
2014,3201,1,0,45.6,52.4,0,1,1,0,2988327.66,1814213.15,50.25
2014,3202,0,0,30.5,41.3,0,0,0,0,11610.31,811981.63,52.23
2014,3203,1,1,54.8,58.2,0,0,0,0,3494922.61,183710.34,51.31
2014,3204,1,1,52.8,65.7,9,4,0,0,3470327.85,1683954.77,56.81
2014,3205,1,1,,90.4,0,5,2,0,882334.02,,90.87
2014,3206,1,1,,68.7,1,5,2,0,613819.75,,68.62
2014,3207,1,1,90.8,,0,0,0,0,715659.46,22204.52,89.56
2014,3208,1,1,,91.2,1,5,2,0,650169.35,,89.74
2014,3209,1,1,,88.5,0,5,2,0,534975.7,,85.97
2014,3210,1,1,,80.8,0,5,2,0,1276209.66,,74.57
2014,3211,0,0,43.4,47.3,0,1,0,0,2469658.52,2034806.78,52.17
2014,3212,1,1,79.9,80.6,0,0,0,0,1457836.38,83761.93,78.15
2014,3213,1,1,,93.5,0,5,2,0,1515860.56,,95.36
2014,3214,1,1,,84.7,0,5,2,0,2668960.13,,81.52
2014,3215,1,1,,97.2,0,5,2,0,165918.83,,96.99
2014,3216,1,1,,76.9,0,5,2,0,1015031.69,,74.29
2014,3217,1,1,56.4,65.1,0,0,0,0,2332093.05,194699.83,57.68
2014,3218,1,1,51.0,51.9,1,1,8,0,4161436.91,3386118.96,52.18
2014,3219,0,0,35.5,47.1,0,0,0,0,6367880.1,2981040.86,53.16
2014,3220,1,1,61.3,68.4,0,0,0,0,871957.45,151979.48,60.41
2014,3221,2,0,38.0,51.0,9,0,0,0,2045350.46,1928160.09,53.10
2014,3222,0,0,,39.3,0,5,2,0,,1272661.05,49.80
2014,3223,0,0,38.3,48.1,0,1,0,0,2302212.1,3471223.9,49.39
2014,3224,1,0,40.4,53.0,0,0,0,0,2749173.47,1017697.79,58.10
2014,3225,1,1,50.2,57.4,0,1,0,0,796859.44,193193.41,59.88
2014,3226,1,1,68.1,74.8,0,0,0,0,663042.11,71418.49,65.07
2014,3227,0,0,28.9,49.2,1,1,0,0,,366415.49,43.69
2014,3301,1,1,73.4,76.7,0,0,0,0,703902.48,18722,71.63
2014,3302,0,0,41.2,42.6,0,0,0,0,1181594.3,1820393.6,42.12
2014,3303,0,0,32.2,36.9,0,0,0,0,23908.97,677380.93,41.41
2014,3304,1,1,74.7,74.5,0,0,0,0,688800.84,,72.27
2014,3305,0,0,39.0,42.5,0,0,0,0,9946,693139.16,40.24
2014,3306,3,0,41.3,39.1,9,3,0,0,904778.86,824585.97,41.72
2014,3307,2,0,38.5,50.1,9,4,6,0,60460.64,1492826.12,40.26
