male,white,black,hispanic,mompro2,poppro2,siblings,norest96,norcen96,south96,west96,height81,height85,esteem80,athlets,wage96,hgc96,daded79,momed79,age,clubnum
1,1,0,0,0,0,3,,,,,67,70,24,0,,,12,12,,0
0,1,0,0,1,1,1,,,,,,,,,,,20,16,,
0,1,0,0,1,0,3,0,0,0,1,69,69,27,1,11.538462,16,16,15,37,3
1,0,0,1,0,0,3,,,,,,69,,0,,,,12,,0
1,0,0,1,0,0,3,,,,,64,70,21,0,,,,12,,0
1,0,0,1,0,0,5,1,0,0,0,65,65,16,0,,9,6,5,,0
1,0,0,1,0,0,10,1,0,0,0,63,64,22,0,,12,,5,34,0
1,0,0,1,0,0,5,0,0,1,0,69,68,23,0,6.5162907,9,6,5,32,0
0,0,1,0,0,0,5,1,0,0,0,68,68,26,1,14.903846,12,,12,39,4
1,0,1,0,0,0,5,,,,,75,75,25,0,,,,9,,0
0,0,1,0,0,0,7,0,0,1,0,64,65,27,0,10.131712,15,12,13,39,1
1,0,1,0,0,0,0,0,0,1,0,67,69,24,0,,12,12,12,32,2
1,0,1,0,0,0,2,1,0,0,0,71,70,22,0,,12,12,12,38,0
0,0,1,0,0,0,6,1,0,0,0,63,63,24,1,14.285714,12,,12,36,2
0,0,1,0,0,0,6,1,0,0,0,61,61,26,0,,11,,12,35,0
0,0,1,0,0,0,6,1,0,0,0,63,61,23,0,3.2380953,12,,12,33,0
0,1,0,0,0,0,3,,,,,64,64,28,0,,,16,12,37,1
1,1,0,0,0,0,3,1,0,0,0,71,70,23,1,25.961538,16,16,12,33,3
0,0,1,0,0,0,5,0,0,1,0,60,60,20,0,6.4102564,13,14,,37,0
0,1,0,0,0,1,0,1,0,0,0,63,63,21,0,,16,16,16,36,3
0,0,1,0,0,1,0,,,,,64,65,26,1,,,14,13,,3
1,1,0,0,0,0,2,0,0,0,1,69,69,27,1,15.384615,16,8,12,34,1
0,1,0,0,0,1,3,1,0,0,0,66,66,26,1,5.7692308,15,12,12,33,1
1,1,0,0,0,1,4,1,0,0,0,68,68,25,1,0,12,12,12,39,1
1,1,0,0,0,1,4,1,0,0,0,67,66,21,1,0,13,12,12,37,1
1,1,0,0,0,1,4,1,0,0,0,69,69,25,1,18.26923,17,12,12,33,1
1,1,0,0,0,1,3,0,0,1,0,73,73,24,1,39.005833,12,16,12,36,0
0,1,0,0,0,1,3,1,0,0,0,64,64,27,0,12.699565,12,16,12,34,2
1,1,0,0,0,0,4,1,0,0,0,69,66,26,0,11.702127,12,12,12,36,0
0,1,0,0,0,0,4,1,0,0,0,64,64,23,0,,12,12,12,39,1
1,1,0,0,0,0,4,1,0,0,0,62,64,22,1,23.08707,13,12,12,31,0
1,1,0,0,0,0,3,1,0,0,0,67,68,25,0,22.813688,11,12,12,34,0
1,1,0,0,0,0,3,1,0,0,0,68,68,25,1,17.127403,16,13,12,38,1
1,1,0,0,0,0,3,1,0,0,0,72,72,21,1,25.48077,16,14,12,34,0
0,1,0,0,1,0,3,1,0,0,0,62,63,19,1,20.673077,16,13,14,33,4
0,1,0,0,0,1,2,,,,,62,62,24,1,,19,16,16,34,1
1,1,0,0,0,1,3,1,0,0,0,72,72,23,1,49.081089,16,12,12,,0
1,1,0,0,0,0,3,1,0,0,0,71,71,23,0,2.2115386,12,13,12,38,0
0,1,0,0,0,0,3,0,0,1,0,65,65,21,0,,12,12,12,34,0
1,1,0,0,0,1,8,1,0,0,0,74,74,20,1,16.346153,16,14,14,36,3
0,1,0,0,0,1,8,0,0,1,0,67,67,24,1,,14,16,14,34,3
1,1,0,0,0,0,8,1,0,0,0,73,73,23,1,17.857143,16,14,14,33,3
0,1,0,0,1,1,2,0,0,1,0,69,69,27,0,12.980769,16,16,16,36,2
0,0,1,0,0,0,0,1,0,0,0,63,63,21,1,16.02564,17,12,16,37,1
0,1,0,0,0,1,1,1,0,0,0,65,65,22,1,15.441176,16,19,12,37,2
0,1,0,0,0,1,1,1,0,0,0,67,67,26,1,8.152174,16,18,12,36,5
0,1,0,0,0,1,2,1,0,0,0,68,,28,,,14,18,12,,
1,1,0,0,0,1,2,1,0,0,0,72,72,24,1,,15,18,12,34,1
0,1,0,0,0,0,2,1,0,0,0,61,60,,0,15.479877,12,4,4,37,0
0,1,0,0,0,0,2,1,0,0,0,63,63,22,0,11.363636,12,4,4,35,0
1,1,0,0,0,0,2,1,0,0,0,65,65,22,0,6.7415729,12,4,4,35,0
1,1,0,0,0,0,2,1,0,0,0,65,64,28,1,21.153847,15,12,12,35,0
1,0,1,0,0,0,5,1,0,0,0,68,66,23,0,17.142857,12,12,9,37,0
1,0,1,0,0,0,5,1,0,0,0,67,67,25,0,9.6153851,10,12,9,34,2
0,0,1,0,0,0,5,1,0,0,0,61,61,17,0,,8,12,9,32,0
1,0,1,0,0,0,4,1,0,0,0,72,73,23,0,6.1538463,11,10,12,38,1
1,0,1,0,0,0,0,1,0,0,0,73,73,28,1,19.23077,12,12,10,38,2
0,0,1,0,0,0,5,1,0,0,0,59,60,26,0,4.2109656,13,10,5,,0
1,0,1,0,0,0,5,,,,,70,68,23,0,,,10,5,36,0
1,0,1,0,0,0,5,,,,,71,68,21,0,,,12,5,,0
0,0,1,0,0,0,4,1,0,0,0,62,62,28,1,15.592516,12,8,10,35,0
0,0,1,0,0,0,4,1,0,0,0,66,65,24,0,14.903846,12,7,10,34,0
1,0,1,0,0,0,4,1,0,0,0,74,74,23,0,,12,7,10,33,1
0,0,1,0,0,0,4,1,0,0,0,60,61,26,0,28.365385,15,14,12,33,3
0,1,0,0,0,1,1,1,0,0,0,,,,,9.4871798,12,16,12,38,
0,0,1,0,0,0,2,1,0,0,0,64,63,23,0,3.7202382,10,12,11,34,0
0,0,1,0,0,0,2,1,0,0,0,66,67,23,0,8.6538458,12,12,12,32,0
1,1,0,0,0,0,3,1,0,0,0,72,70,24,1,18.429487,12,12,11,36,1
1,1,0,0,0,0,3,1,0,0,0,72,72,27,0,16.27219,13,12,11,33,1
1,0,1,0,0,0,11,1,0,0,0,71,71,24,0,11.25,11,8,9,,0
0,0,1,0,0,0,6,1,0,0,0,62,62,21,0,,14,,10,33,0
1,0,1,0,0,0,8,1,0,0,0,75,76,27,1,2.913753,12,,7,33,0
0,0,1,0,0,0,2,1,0,0,0,63,66,21,0,,9,,6,37,0
1,0,1,0,0,0,3,1,0,0,0,71,73,28,0,,10,12,12,37,1
0,1,0,0,0,0,2,1,0,0,0,63,63,28,1,20.779221,18,10,12,39,2
0,1,0,0,0,0,2,1,0,0,0,65,65,27,1,26.923077,16,10,12,35,1
0,1,0,0,0,0,3,1,0,0,0,59,59,27,0,5.483871,12,11,11,35,0
0,1,0,0,0,0,5,1,0,0,0,66,66,23,0,,12,11,8,38,0
1,1,0,0,0,0,9,1,0,0,0,74,74,20,0,,7,10,12,39,0
1,1,0,0,0,0,4,,,,,69,68,19,0,,,,10,,0
0,1,0,0,0,0,4,1,0,0,0,60,60,21,0,6.3131313,13,15,12,36,1
1,1,0,0,0,0,4,1,0,0,0,65,66,26,0,5.2356019,13,,,32,0
0,1,0,0,1,0,3,1,0,0,0,65,65,23,1,15.384615,16,,16,33,1
1,1,0,0,0,0,5,1,0,0,0,73,73,26,0,29.326923,12,12,12,35,2
1,1,0,0,0,1,6,0,0,1,0,71,70,25,0,31.196581,16,16,16,38,1
1,1,0,0,0,0,5,0,0,1,0,71,71,25,1,5.8315001,12,12,12,35,0
1,1,0,0,0,0,2,0,0,1,0,71,71,22,1,7.3717947,12,12,11,33,0
1,1,0,0,0,0,2,1,0,0,0,71,72,23,1,10.256411,13,12,11,31,0
1,1,0,0,0,0,7,1,0,0,0,69,70,23,1,3.7128713,12,11,14,,1
0,1,0,0,1,1,1,1,0,0,0,61,62,21,1,6.9230771,14,16,17,32,0
1,1,0,0,0,0,5,1,0,0,0,70,70,23,0,12.254902,10,,8,34,0
0,1,0,0,0,0,1,1,0,0,0,66,66,28,0,,19,,,39,2
1,1,0,0,0,0,1,1,0,0,0,72,72,24,0,10.096154,12,16,12,35,0
0,1,0,0,0,0,1,1,0,0,0,64,65,25,1,6.5384617,13,12,13,32,0
1,1,0,0,1,0,1,0,0,1,0,,66,18,1,3.7755103,12,,18,33,1
1,1,0,0,1,0,1,1,0,0,0,61,66,21,1,10.377358,12,,18,31,1
1,1,0,0,0,1,2,0,0,0,1,70,70,28,1,23.931623,20,20,16,,4
1,1,0,0,1,1,2,1,0,0,0,67,67,25,1,17.017828,19,20,16,37,4
0,1,0,0,1,1,2,1,0,0,0,61,61,24,0,15.873015,20,20,16,35,5
1,1,0,0,0,0,6,1,0,0,0,71,70,28,0,21.153847,12,12,,39,0
0,1,0,0,0,0,6,1,0,0,0,64,64,25,0,,12,12,14,38,0
1,0,0,1,0,0,4,1,0,0,0,74,74,23,1,25,12,12,12,38,0
0,1,0,0,0,0,5,0,0,1,0,,65,,,20.604395,12,9,12,,
0,1,0,0,0,0,3,1,0,0,0,64,64,28,1,11.538462,14,16,12,38,1
1,1,0,0,0,0,4,,,,,68,,24,1,,,12,12,,1
1,1,0,0,0,0,4,,,,,67,67,23,1,,,,12,,0
0,1,0,0,0,1,4,1,0,0,0,63,63,,0,15.384615,14,15,15,36,0
1,1,0,0,0,0,2,1,0,0,0,70,69,21,0,19.23077,12,12,12,37,0
1,1,0,0,0,0,2,1,0,0,0,72,72,19,0,5.7692308,12,11,12,35,0
1,1,0,0,0,0,4,1,0,0,0,71,72,24,0,0,12,8,8,32,0
1,1,0,0,0,0,5,1,0,0,0,72,72,28,,13.203215,12,12,7,34,
0,1,0,0,0,0,3,1,0,0,0,60,60,25,1,0,12,12,12,33,0
0,1,0,0,0,0,5,1,0,0,0,64,64,22,1,7.0512819,12,10,8,38,1
0,1,0,0,0,0,2,0,0,1,0,59,59,25,0,8.6522465,13,12,10,33,1
0,1,0,0,0,0,2,1,0,0,0,65,65,25,0,18.772894,16,8,12,35,2
1,1,0,0,0,0,0,,,,,71,72,27,0,,,12,12,,0
1,1,0,0,0,0,1,1,0,0,0,60,73,24,0,6.8681316,12,9,12,32,1
0,1,0,0,0,0,1,1,0,0,0,64,64,21,1,12.448133,12,8,12,39,1
1,1,0,0,0,0,1,1,0,0,0,71,69,27,1,8.4615383,14,14,16,34,1
0,1,0,0,0,1,1,1,0,0,0,67,66,25,1,1.4341085,16,16,13,34,1
1,1,0,0,0,1,1,1,0,0,0,72,74,28,1,14.957265,16,16,14,31,1
0,1,0,0,0,0,2,1,0,0,0,63,61,26,0,12.5,12,11,12,37,1
1,1,0,0,0,0,1,,,,,71,71,21,0,,,6,,,1
1,1,0,0,0,0,3,1,0,0,0,68,68,20,0,7.4519229,12,12,12,32,0
0,1,0,0,0,0,4,1,0,0,0,62,62,28,1,10.520362,12,12,12,36,1
1,1,0,0,0,0,4,1,0,0,0,68,68,28,0,13.461538,12,12,12,34,1
1,1,0,0,0,0,4,1,0,0,0,64,68,22,0,11.153846,12,12,12,31,0
0,1,0,0,0,0,3,1,0,0,0,64,64,25,0,2.8580317,16,,12,31,1
1,1,0,0,0,1,1,1,0,0,0,73,,22,,12.019231,13,12,12,35,
0,1,0,0,0,0,2,0,0,1,0,67,68,19,0,15.278889,17,12,12,34,2
0,1,0,0,0,0,2,1,0,0,0,64,65,23,0,20.604395,20,12,12,37,2
1,1,0,0,1,1,2,1,0,0,0,68,68,28,1,11.587079,18,14,12,37,0
1,1,0,0,1,1,2,1,0,0,0,69,69,25,1,15,16,14,15,36,0
0,1,0,0,0,0,0,1,0,0,0,67,67,18,0,18.241758,18,12,12,34,4
0,1,0,0,0,0,3,1,0,0,0,64,64,26,1,,16,12,12,33,3
0,1,0,0,0,0,0,1,0,0,0,65,64,26,1,12.980769,13,10,12,34,1
1,1,0,0,0,1,2,1,0,0,0,67,67,26,0,18.81271,16,18,12,34,1
0,1,0,0,0,0,0,1,0,0,0,69,69,25,0,16.826923,18,14,16,36,1
1,1,0,0,0,0,1,0,1,0,0,66,66,23,0,2.6923077,12,12,12,,1
1,1,0,0,0,0,3,1,0,0,0,70,71,25,1,18.934912,14,12,12,37,2
0,1,0,0,0,0,3,1,0,0,0,66,66,26,0,10.914761,12,12,12,32,2
1,1,0,0,0,1,2,1,0,0,0,71,71,28,1,10.451505,16,19,12,38,1
0,1,0,0,0,1,2,0,0,0,1,61,,25,0,6.9444447,16,18,12,35,0
1,1,0,0,0,0,3,1,0,0,0,66,66,28,0,18.821604,16,12,12,38,0
1,0,0,1,0,0,3,0,1,0,0,66,67,25,,1.1538461,12,12,16,32,
1,1,0,0,0,0,4,0,1,0,0,71,71,18,0,,12,6,8,34,0
0,1,0,0,0,0,3,0,1,0,0,67,68,21,0,9.6153851,12,13,14,37,0
0,1,0,0,0,0,4,0,1,0,0,67,66,25,0,13.942307,11,12,12,33,0
1,1,0,0,0,0,4,0,1,0,0,,70,,0,5.5288463,12,12,12,,0
0,1,0,0,0,0,4,0,1,0,0,65,64,21,0,10.576923,12,12,12,35,0
0,1,0,0,0,0,4,0,1,0,0,63,62,20,0,10.416667,12,12,12,32,0
0,1,0,0,0,0,2,0,1,0,0,60,62,19,0,,12,12,12,31,0
1,1,0,0,0,0,2,0,1,0,0,72,72,20,1,6.1224489,12,12,8,32,0
0,1,0,0,0,0,6,0,1,0,0,62,62,22,0,18.518518,12,9,7,36,0
1,1,0,0,0,0,1,0,1,0,0,74,73,22,0,23.668638,12,12,12,32,0
1,1,0,0,0,0,2,0,1,0,0,71,70,24,0,13.461538,18,12,12,38,1
1,1,0,0,0,1,2,0,0,1,0,75,74,27,1,67.510094,19,16,16,38,3
1,1,0,0,0,1,2,0,1,0,0,74,74,23,1,21.923077,19,16,16,36,0
1,1,0,0,0,0,4,0,1,0,0,68,68,22,0,12.587413,12,10,12,39,0
1,1,0,0,0,0,4,0,1,0,0,69,69,21,0,14.423077,12,10,12,35,0
0,1,0,0,0,0,2,0,1,0,0,63,63,21,0,44.025158,10,12,12,34,0
1,1,0,0,0,0,2,0,1,0,0,66,68,22,0,13.636364,12,14,12,32,0
0,1,0,0,1,0,4,0,1,0,0,66,67,25,1,14.553015,14,13,14,36,1
1,1,0,0,1,0,4,0,0,1,0,67,68,21,1,5.7692308,12,14,15,32,0
1,1,0,0,0,1,3,0,1,0,0,72,73,26,1,20.125223,14,18,12,35,0
1,1,0,0,0,0,3,,,,,68,69,26,0,,,12,12,,0
0,1,0,0,0,0,3,0,0,1,0,63,65,21,0,11.574074,12,11,12,37,0
0,1,0,0,0,0,3,0,1,0,0,63,63,25,0,,12,12,12,35,0
1,1,0,0,0,0,3,0,1,0,0,73,73,26,1,11.312217,13,12,12,32,0
0,1,0,0,0,0,6,0,1,0,0,69,70,28,0,14.423077,14,12,12,37,1
0,1,0,0,0,0,6,0,1,0,0,67,67,23,0,7.001617,12,12,12,36,0
0,1,0,0,0,0,6,,,,,67,68,23,0,,12,12,12,33,1
1,1,0,0,0,0,4,,,,,74,75,22,,,,11,12,,
1,1,0,0,0,0,4,0,1,0,0,68,68,24,,36.111111,12,11,10,38,
0,1,0,0,0,0,4,0,1,0,0,62,62,21,0,6.25,12,11,10,35,0
0,1,0,0,0,0,4,,,,,64,63,26,0,,,11,10,32,0
0,1,0,0,1,1,2,0,0,1,0,64,65,23,1,15.625,19,12,12,32,3
1,1,0,0,0,1,3,1,0,0,0,71,71,26,0,18.461538,12,12,16,36,2
0,1,0,0,0,0,2,0,1,0,0,66,67,25,0,0,12,10,10,35,0
0,1,0,0,0,0,2,0,1,0,0,62,62,22,0,3.7037036,9,10,10,32,0
1,1,0,0,0,1,3,0,1,0,0,72,71,21,1,24.038462,12,12,12,36,0
0,1,0,0,0,1,3,0,1,0,0,62,62,28,1,3.0905077,16,14,12,35,1
0,1,0,0,0,0,9,0,0,0,1,68,67,24,0,15.625,14,,14,34,1
1,1,0,0,0,0,3,0,0,0,1,70,71,21,0,11.188811,12,9,14,33,0
1,1,0,0,0,0,2,,,,,71,70,28,1,,,12,12,,0
0,1,0,0,0,1,2,,,,,66,67,26,0,,,14,11,,1
1,1,0,0,0,1,2,,,,,70,70,21,0,,,12,12,,1
1,1,0,0,0,0,0,,,,,69,,24,,,,10,10,,
1,0,1,0,0,0,4,0,1,0,0,68,67,28,1,20.192308,14,6,11,34,0
0,0,1,0,0,0,4,0,1,0,0,62,62,27,0,,12,6,11,,0
0,1,0,0,0,0,1,,,,,64,64,24,0,,,8,8,,1
1,0,1,0,0,0,8,0,1,0,0,68,62,19,0,,12,,16,35,0
1,0,1,0,0,0,7,0,1,0,0,69,69,28,0,8.3454285,12,,11,33,0
1,0,1,0,0,0,7,0,1,0,0,71,68,22,0,4.347826,12,,11,33,0
0,0,1,0,0,0,6,0,1,0,0,61,62,21,0,0,11,,11,,0
1,0,1,0,0,0,7,0,1,0,0,71,71,28,0,16.10577,16,8,12,38,0
1,0,1,0,0,0,7,0,1,0,0,69,69,28,0,,17,11,11,36,0
0,0,1,0,0,0,7,0,1,0,0,64,64,25,0,11.057693,13,11,11,33,0
1,0,1,0,0,0,7,0,1,0,0,66,69,22,1,4.9019608,15,11,11,32,0
1,0,1,0,0,0,7,,,,,,,,,,,,,,
0,0,1,0,0,0,7,0,0,1,0,,,,,4.3269229,15,,,35,
1,1,0,0,0,0,2,0,1,0,0,73,73,21,1,9.5317726,12,11,11,,1
0,1,0,0,0,1,2,0,1,0,0,63,63,27,1,12.699565,13,20,13,38,3
0,1,0,0,0,0,2,0,1,0,0,62,62,22,1,12.179487,12,12,12,32,2
0,1,0,0,0,0,2,,,,,,64,,1,,,,12,,2
0,1,0,0,0,0,1,0,1,0,0,,66,21,0,,9,8,5,39,0
1,1,0,0,0,0,2,0,1,0,0,,68,21,1,15.544042,9,12,,39,0
0,1,0,0,0,0,6,,,,,63,63,20,0,,,3,12,,0
0,1,0,0,0,0,3,0,1,0,0,59,59,23,0,,14,12,12,36,0
1,1,0,0,0,0,3,0,1,0,0,64,64,21,0,8.695652,11,,11,32,0
1,1,0,0,0,0,4,0,1,0,0,70,71,23,0,,10,10,9,,0
0,1,0,0,0,0,9,0,1,0,0,66,66,22,0,3.4883721,10,7,8,35,1
1,1,0,0,0,0,9,0,1,0,0,69,67,21,0,14.423077,12,7,8,33,0
1,1,0,0,0,0,5,0,1,0,0,73,72,21,0,2.9565573,12,,,38,0
1,1,0,0,0,0,3,,,,,70,70,26,0,,,8,8,,1
1,1,0,0,0,0,3,0,0,1,0,68,69,26,1,10.416667,12,8,8,33,1
1,1,0,0,0,0,3,0,0,0,1,70,71,27,1,11.666667,10,,8,33,0
0,1,0,0,0,0,7,0,1,0,0,68,68,21,0,,10,7,6,34,0
1,1,0,0,0,0,1,0,1,0,0,71,71,23,1,7.0135746,12,12,12,36,0
0,1,0,0,0,0,1,0,1,0,0,67,68,23,1,12.019231,12,11,12,35,0
1,1,0,0,0,1,2,,,,,72,,28,,,,10,12,37,
0,1,0,0,0,0,5,0,1,0,0,60,60,19,0,9.090909,10,16,9,32,0
1,1,0,0,0,0,5,0,1,0,0,69,69,27,0,13.763198,11,16,9,38,0
0,1,0,0,0,1,1,0,1,0,0,66,66,27,1,10.794474,12,15,12,,3
1,1,0,0,0,1,3,0,1,0,0,69,69,27,0,8.333333,12,16,12,35,3
0,1,0,0,0,1,2,0,1,0,0,66,66,25,0,14.981274,12,16,14,37,1
0,1,0,0,0,0,6,,,,,,,,,,,12,12,,
0,1,0,0,0,0,7,0,1,0,0,66,,21,0,,16,18,12,35,1
1,1,0,0,0,0,7,0,1,0,0,75,75,21,1,21.367521,16,16,12,34,1
1,1,0,0,0,0,7,,,,,76,76,23,1,,,16,12,32,2
1,1,0,0,0,1,4,0,1,0,0,71,71,23,0,13.736263,12,14,,35,0
1,1,0,0,0,0,3,0,1,0,0,72,72,28,1,38.46154,16,12,12,38,2
0,1,0,0,0,1,3,0,1,0,0,65,65,27,0,,17,15,12,36,1
0,1,0,0,0,1,3,0,1,0,0,65,65,27,0,40,17,15,12,33,2
1,1,0,0,0,1,4,0,1,0,0,70,70,25,1,27.673546,16,16,12,35,2
1,1,0,0,0,1,2,0,0,1,0,65,65,28,1,4.7786722,14,18,12,36,4
0,1,0,0,0,0,1,0,1,0,0,63,61,26,0,10.232558,17,14,12,37,2
1,1,0,0,0,0,1,0,0,0,1,69,69,28,1,10.489511,20,13,12,34,0
0,1,0,0,0,0,7,0,1,0,0,67,67,27,1,,13,6,6,38,0
1,1,0,0,0,0,5,,,,,66,66,25,1,,,12,12,37,1
1,1,0,0,0,0,5,0,0,0,1,67,68,28,0,14.057508,13,12,12,35,2
0,1,0,0,0,0,5,,,,,63,63,21,0,,,12,12,35,0
0,1,0,0,0,0,0,0,1,0,0,67,67,22,0,,14,12,12,33,1
0,1,0,0,0,1,6,0,1,0,0,65,65,24,0,10.576923,12,14,12,34,0
1,1,0,0,0,0,4,,,,,68,69,23,0,,,12,12,36,0
1,1,0,0,0,1,4,0,1,0,0,66,66,21,0,8.4112148,13,12,12,32,0
1,1,0,0,0,0,3,0,1,0,0,74,75,25,1,9.9557524,13,16,12,,1
0,1,0,0,0,0,1,,,,,,,,,,,12,12,,
1,1,0,0,0,0,1,0,1,0,0,72,72,23,0,9.8443947,17,16,14,34,1
0,1,0,0,0,0,1,,,,,65,66,26,,,,12,12,,
1,1,0,0,0,1,4,0,0,0,1,72,72,27,1,15.625,19,16,12,39,0
0,1,0,0,0,1,4,0,1,0,0,65,65,23,0,26.515152,18,16,12,35,1
0,1,0,0,0,1,4,0,1,0,0,64,64,28,1,,17,17,12,37,1
1,1,0,0,0,0,4,0,0,0,1,73,73,21,1,20.161291,18,,12,36,0
0,1,0,0,0,0,3,,,,,67,67,25,0,,,11,12,33,0
1,1,0,0,0,0,3,0,1,0,0,71,72,23,0,25.961538,12,12,12,36,0
1,1,0,0,1,0,1,0,1,0,0,74,74,21,1,14.423077,12,12,12,37,0
0,1,0,0,1,0,2,0,1,0,0,60,60,24,0,16.901409,16,20,17,37,0
1,1,0,0,1,1,1,0,1,0,0,72,73,23,1,13.461538,13,15,12,38,1
1,1,0,0,0,0,3,0,1,0,0,67,67,23,0,10.983982,10,11,12,,0
0,1,0,0,0,0,3,0,1,0,0,62,61,18,0,2.7173913,9,12,12,33,0
1,1,0,0,0,0,7,0,0,1,0,73,73,19,0,,14,12,6,,0
1,1,0,0,0,0,7,0,1,0,0,75,74,17,0,,11,,,35,1
0,1,0,0,0,0,6,0,1,0,0,66,,16,0,0,12,,,32,0
0,1,0,0,0,0,4,0,1,0,0,66,63,18,0,,1,,,,0
0,1,0,0,0,0,2,0,1,0,0,66,66,18,1,11.538462,12,11,11,34,2
0,0,0,1,1,1,2,0,1,0,0,64,63,26,0,10.576923,14,16,12,32,1
1,1,0,0,0,0,3,0,0,1,0,70,67,26,1,5.8333335,12,,9,34,0
0,0,0,1,0,0,5,0,1,0,0,64,65,27,0,,14,12,13,38,0
1,0,1,0,0,0,3,0,1,0,0,73,72,24,1,9.7435894,12,12,10,32,2
1,0,1,0,0,0,11,0,1,0,0,66,66,22,1,,10,11,,38,0
1,0,1,0,0,0,2,0,1,0,0,65,68,28,0,18.046709,16,12,14,33,0
1,0,1,0,0,0,6,,,,,66,,21,0,,,0,7,,0
0,0,1,0,0,0,5,1,0,0,0,65,66,26,1,,16,14,15,,1
1,0,1,0,0,0,8,0,1,0,0,76,77,21,1,16.826923,14,16,12,,2
1,1,0,0,0,0,3,0,1,0,0,69,67,23,1,17.094017,16,16,16,34,0
0,1,0,0,0,0,3,,,,,63,63,17,0,,,16,16,,1
1,1,0,0,0,0,2,,,,,67,67,,0,,,10,,,0
0,1,0,0,0,0,2,,,,,55,,23,,,,12,12,,
0,1,0,0,0,1,2,0,1,0,0,65,66,21,0,13.57466,15,12,12,34,0
1,1,0,0,0,1,5,0,1,0,0,73,73,22,1,17.307692,12,12,11,33,1
1,1,0,0,0,0,5,0,1,0,0,70,74,21,1,17.307692,13,14,11,32,0
1,1,0,0,1,0,7,,,,,72,,,,,,16,15,37,
0,1,0,0,0,0,7,0,1,0,0,63,63,26,0,8.0128202,16,16,14,36,2
0,1,0,0,1,0,7,0,1,0,0,63,63,27,0,13.626373,16,16,14,34,1
1,1,0,0,1,0,7,,,,,72,73,20,0,,,16,16,,0
0,1,0,0,0,0,8,0,1,0,0,64,64,27,0,18.663681,14,12,12,36,0
0,1,0,0,0,1,8,,,,,,66,28,0,,,12,12,38,0
1,1,0,0,0,0,1,0,1,0,0,67,69,24,0,17.132868,12,12,16,33,0
0,0,0,1,0,0,5,0,1,0,0,61,61,26,0,19.23077,19,1,,38,0
0,1,0,0,0,0,3,0,1,0,0,60,59,24,0,,11,9,9,35,0
1,1,0,0,0,0,3,0,1,0,0,64,64,20,0,12.307693,12,9,9,33,1
0,1,0,0,0,0,2,,,,,64,,20,,,,,10,,
0,1,0,0,0,0,3,,,,,64,64,23,0,,,12,12,37,0
0,1,0,0,0,0,5,0,1,0,0,62,62,26,0,23.271276,12,12,10,38,0
1,0,1,0,0,0,3,0,1,0,0,73,73,27,0,15.532544,12,,12,38,1
0,0,1,0,0,0,3,0,1,0,0,67,67,27,0,,11,,12,35,1
0,0,1,0,0,0,2,0,1,0,0,63,64,24,1,7.1153846,15,13,13,31,2
0,0,1,0,0,0,4,,,,,62,61,23,0,,,,16,35,1
1,0,1,0,0,0,4,0,1,0,0,70,70,28,1,13.461538,16,,16,33,1
1,0,1,0,0,0,10,0,1,0,0,73,73,23,0,8.6538458,12,,12,38,0
0,1,0,0,0,0,4,0,1,0,0,72,72,26,0,5.3361793,12,7,16,38,0
0,1,0,0,0,0,3,0,1,0,0,68,69,25,0,,12,12,12,38,0
1,0,1,0,0,0,8,0,1,0,0,65,65,22,0,2.2209678,12,,10,32,0
1,1,0,0,0,0,2,0,1,0,0,74,74,18,0,10.096154,8,10,10,34,0
1,1,0,0,0,0,2,0,1,0,0,73,73,20,0,8.4485407,8,10,10,32,0
1,1,0,0,0,0,12,0,1,0,0,70,70,21,0,10,11,9,10,37,0
0,1,0,0,0,0,5,0,1,0,0,65,65,21,1,2.9629629,12,9,9,35,1
1,1,0,0,0,0,3,,,,,66,,28,,,,12,12,,
0,1,0,0,0,0,2,,,,,59,,27,,,,3,8,,
0,1,0,0,0,1,1,0,1,0,0,65,66,23,1,1.3721414,12,12,12,39,1
0,1,0,0,0,1,2,0,1,0,0,61,61,28,1,19.444445,12,12,12,34,0
1,1,0,0,1,0,2,0,1,0,0,71,72,23,1,8.4615383,13,12,12,32,1
1,1,0,0,0,1,1,0,1,0,0,64,65,22,1,,13,15,12,34,0
1,1,0,0,0,1,1,0,1,0,0,67,68,21,0,16.27907,12,15,12,32,1
0,1,0,0,0,0,1,0,1,0,0,66,67,19,0,10.576923,12,11,10,32,1
1,1,0,0,0,1,2,0,1,0,0,68,67,24,0,10.566038,11,14,13,34,1
0,1,0,0,0,1,1,0,0,1,0,64,64,23,1,,12,12,12,33,1
0,1,0,0,0,0,1,0,0,1,0,63,64,23,1,,12,13,12,,2
1,1,0,0,0,0,2,0,0,0,1,72,72,23,1,50.951015,20,14,12,38,1
1,1,0,0,0,0,2,0,1,0,0,74,74,26,1,29.433962,16,14,12,35,1
0,1,0,0,0,0,0,0,1,0,0,61,61,20,0,,12,12,12,33,1
1,1,0,0,0,1,1,0,1,0,0,70,70,21,1,32.061069,12,18,12,35,0
0,1,0,0,0,1,1,0,1,0,0,64,62,25,1,8.0288458,13,17,12,32,1
1,1,0,0,1,1,2,0,1,0,0,70,70,28,0,24.475525,17,17,17,39,1
0,1,0,0,1,1,2,0,0,1,0,67,68,22,0,11.965812,16,17,17,35,2
1,1,0,0,1,0,1,,,,,71,71,27,0,,,12,12,,3
