itn,education,age,rural,pregnant,infant,malmessage,altitude,household
1,5,47,1,0,0,1,1.085,537
0,7,21,1,0,1,1,1.085,537
1,5,26,1,0,1,1,1.085,538
0,11,38,1,0,0,1,1.085,539
1,6,34,1,0,0,1,1.085,540
1,11,24,1,0,0,1,1.048,541
0,9,20,1,0,0,1,1.048,541
1,6,39,1,0,0,1,1.048,542
0,10,19,1,0,0,0,1.048,542
1,0,42,1,0,1,1,1.048,543
0,5,22,1,0,0,1,1.048,543
0,6,17,1,0,0,1,1.048,543
1,4,15,1,0,0,0,1.048,544
1,4,44,1,0,1,1,1.048,545
0,3,21,1,0,0,1,1.048,545
1,5,20,1,0,0,0,1.048,546
1,6,24,1,0,1,1,1.048,547
1,1,40,1,0,0,1,1.048,548
1,2,35,1,1,0,1,1.048,549
0,6,15,1,0,0,1,1.048,549
1,0,36,1,1,0,0,1.048,550
0,6,17,1,0,0,0,1.048,550
0,7,15,1,0,0,0,1.048,550
0,5,15,1,0,0,1,1.048,551
1,6,24,1,0,0,1,1.048,551
1,0,29,1,0,1,1,1.048,552
0,0,44,1,0,1,1,1.048,553
0,7,21,1,0,0,0,1.048,553
0,10,18,1,0,0,1,1.048,553
0,5,21,1,0,0,1,1.048,553
0,4,32,1,0,0,1,1.138,554
0,8,26,1,0,0,1,1.138,555
0,0,23,1,0,0,0,1.138,556
1,10,27,1,0,0,0,1.138,557
1,4,17,1,0,1,1,1.138,558
0,7,16,1,0,0,0,1.138,559
1,5,16,1,0,0,0,1.138,559
0,6,15,1,0,0,0,1.138,560
1,2,30,1,0,0,0,1.254,561
1,7,21,1,1,0,1,1.254,562
1,0,35,1,1,0,1,1.254,563
0,8,18,1,0,0,1,1.254,563
0,6,16,1,0,0,1,1.254,563
1,5,39,1,1,0,1,1.254,564
0,6,16,1,0,0,0,1.254,564
1,11,36,1,0,0,1,1.685,565
1,7,26,1,1,0,0,1.685,566
1,10,18,1,0,0,0,1.685,566
1,7,31,1,0,1,1,1.685,567
1,0,18,1,0,0,0,1.093,568
1,3,30,1,1,0,1,1.093,569
0,6,20,1,0,0,1,1.093,569
1,6,18,1,0,1,0,1.093,570
1,4,21,1,0,1,0,1.117,571
0,6,16,1,0,0,0,1.117,572
1,3,28,1,0,1,1,1.117,573
1,3,27,1,0,0,1,1.117,574
0,6,36,1,0,0,0,1.117,575
0,6,15,1,0,0,0,1.117,575
1,4,23,1,0,0,1,1.117,576
0,0,46,1,0,0,0,1.117,577
0,6,37,1,0,0,1,1.117,578
0,5,15,1,0,0,0,1.117,578
1,8,25,1,0,0,0,1.117,579
0,5,30,1,0,0,1,1.117,580
1,7,27,1,0,1,1,1.117,581
1,0,30,1,0,1,1,1.117,582
0,3,19,1,0,1,1,1.117,583
1,0,35,1,1,0,0,1.166,584
1,5,23,1,0,0,0,1.166,585
1,0,35,1,1,0,1,1.166,586
1,6,23,1,0,1,1,1.166,587
1,0,27,1,0,0,0,1.166,588
1,0,23,1,0,0,1,1.166,589
1,5,20,1,0,1,0,1.166,590
1,6,43,1,0,0,1,1.166,591
0,7,18,1,0,1,0,1.166,591
1,0,47,1,0,0,0,1.166,592
0,6,24,1,0,0,0,1.166,592
1,0,35,1,0,0,0,1.166,593
0,7,16,1,0,0,0,1.166,593
1,7,19,1,0,0,0,1.215,594
1,0,43,1,0,0,1,1.215,595
1,7,27,1,0,0,0,1.215,596
1,0,32,1,0,0,1,1.215,597
1,0,27,1,1,0,1,1.215,598
1,0,24,1,0,1,0,1.215,599
1,3,29,1,0,1,0,1.215,600
1,7,27,1,0,0,1,1.215,601
0,5,24,1,0,0,1,1.215,602
0,0,48,1,0,0,1,1.215,603
1,5,19,1,0,1,0,1.215,603
0,9,16,1,0,0,1,1.215,603
1,0,32,1,0,0,0,1.215,604
0,7,16,1,0,0,1,1.215,604
1,0,47,1,0,0,1,1.215,605
1,5,26,1,0,1,0,1.215,606
1,0,31,1,0,0,1,1.215,607
1,0,31,1,0,1,0,1.215,608
0,5,30,1,0,0,0,1.215,609
1,0,27,1,0,0,1,1.215,610
1,0,44,1,0,0,0,1.215,611
0,4,39,1,0,0,0,1.05,612
1,4,22,1,1,0,0,1.05,613
1,7,45,1,0,0,1,1.05,614
0,4,15,1,0,0,0,1.05,614
1,4,26,1,1,0,1,1.05,615
1,7,42,1,0,1,0,1.05,616
1,6,45,1,0,0,0,1.05,617
1,7,15,1,0,0,1,1.05,617
1,8,33,1,0,0,0,1.05,618
0,5,15,1,0,0,0,1.05,618
0,4,24,1,1,0,0,1.051,619
1,4,37,1,0,0,0,1.051,620
0,6,16,1,0,0,1,1.051,620
0,5,27,1,0,1,1,1.051,621
1,7,20,1,1,0,0,1.051,622
1,3,26,1,0,0,1,1.051,623
1,0,28,1,0,0,1,1.051,624
1,7,19,1,0,1,0,1.051,625
1,6,24,1,0,1,1,1.051,626
1,0,48,1,0,0,1,1.051,627
1,0,29,1,0,0,1,1.051,628
1,6,45,1,0,0,1,1.051,629
1,2,35,1,0,1,1,1.051,630
1,1,48,1,0,0,0,1.051,631
1,3,23,1,0,1,0,1.051,632
0,4,26,1,0,1,0,1.051,633
1,6,25,1,0,1,0,1.051,634
1,6,26,1,0,0,0,1.051,635
0,15,21,1,0,0,1,1.077,636
1,0,42,1,0,1,0,1.077,637
0,0,24,1,0,1,0,1.077,638
1,0,37,1,0,1,1,1.077,639
0,14,17,1,0,0,0,1.077,639
0,5,15,1,0,0,0,1.077,639
1,10,37,1,0,0,1,1.077,640
1,3,32,1,0,0,0,1.077,641
1,6,31,1,1,0,1,1.077,642
1,5,20,1,1,0,1,1.077,643
1,0,42,1,0,0,0,1.077,644
1,0,30,1,0,0,0,1.077,645
1,0,40,1,1,0,0,1.077,646
1,2,20,1,0,0,0,1.077,646
1,1,31,1,0,0,1,1.077,647
0,3,15,1,0,0,0,1.077,647
1,5,19,1,0,0,0,1.077,648
0,5,16,1,0,0,0,1.077,648
0,6,31,1,0,0,1,1.077,649
1,1,20,1,1,0,0,1.077,650
0,5,28,1,0,0,1,1.077,651
1,4,21,1,0,0,0,1.056,652
1,3,19,1,1,0,0,1.056,653
1,7,23,1,1,0,1,1.056,654
0,0,27,1,0,1,0,1.056,655
0,6,21,1,0,1,0,1.056,656
1,5,43,1,0,0,0,1.056,657
1,4,16,1,0,1,0,1.056,658
1,5,30,1,0,1,0,1.081,659
1,6,37,1,0,0,0,1.081,660
1,6,16,1,0,0,0,1.081,660
0,0,25,1,0,1,0,1.081,661
1,11,24,1,0,0,0,1.081,662
1,5,20,1,0,0,0,1.057,663
0,4,16,1,0,0,0,1.057,663
0,4,20,1,0,0,0,1.057,664
1,3,22,1,1,0,0,1.057,665
0,6,15,1,0,0,1,1.057,666
1,4,33,1,0,0,1,1.057,667
0,3,29,1,0,1,0,1.057,667
1,0,36,1,0,0,0,1.069,668
1,0,35,1,0,0,1,1.069,669
1,0,37,1,0,0,0,1.069,670
1,5,29,1,0,0,1,1.069,671
1,7,15,1,0,0,1,1.069,671
0,7,32,1,0,0,1,1.069,672
1,1,24,1,1,0,1,1.069,673
1,3,30,1,0,1,1,1.069,674
0,0,39,1,0,0,1,1.069,675
1,11,21,1,0,0,1,1.069,675
0,6,40,1,0,0,0,1.069,676
1,1,36,1,0,1,0,1.069,677
0,3,16,1,0,0,1,1.069,677
1,1,30,1,0,0,1,1.069,678
1,4,32,1,0,0,0,1.092,679
1,3,25,1,1,0,1,1.092,680
0,2,22,1,1,0,1,1.092,681
1,0,28,1,0,0,1,1.092,682
0,3,41,1,0,0,0,1.092,683
0,2,27,1,0,0,1,1.092,684
1,5,21,1,0,0,1,1.092,685
1,5,17,1,0,0,1,1.092,685
1,0,23,1,0,0,1,1.029,686
1,6,17,1,0,1,1,1.029,687
1,6,24,1,0,1,1,1.029,688
0,3,22,1,0,1,1,1.029,689
1,4,15,1,0,0,1,1.029,689
1,2,30,1,0,1,0,1.029,690
0,3,43,1,0,0,1,1.029,691
0,0,32,1,0,0,1,1.029,692
1,9,20,1,0,1,0,1.029,693
1,3,30,1,0,0,1,1.029,694
0,1,36,1,0,0,1,1.029,695
1,5,20,1,0,1,1,1.029,695
1,5,18,1,0,1,1,1.029,696
1,3,30,1,0,0,0,1.029,697
1,0,38,1,0,0,1,1.029,698
0,2,23,1,0,1,1,1.029,699
1,0,40,1,0,0,1,0.939,700
1,5,16,1,0,0,1,0.939,700
1,6,21,1,0,1,1,0.939,701
1,6,41,1,0,1,1,0.939,702
1,4,35,1,0,0,1,0.939,703
0,7,26,1,0,0,1,0.939,704
0,6,15,1,0,0,1,0.939,704
1,5,37,1,0,0,0,0.939,705
1,7,17,1,0,1,0,0.939,705
1,0,34,1,0,0,0,0.939,706
1,5,31,1,1,0,1,0.939,707
0,3,47,1,0,0,1,0.939,708
1,2,34,1,0,1,1,0.939,709
1,14,19,1,0,0,1,0.939,709
1,7,17,1,0,0,0,0.939,709
1,5,16,1,0,0,1,0.939,709
1,1,35,1,0,0,0,0.939,710
0,5,15,1,0,0,1,0.939,710
1,0,45,1,0,0,1,0.939,711
1,5,23,1,0,0,1,0.939,712
1,7,21,1,1,0,1,0.939,713
1,0,28,1,0,1,0,0.939,714
1,0,37,1,0,0,1,1.086,715
0,7,18,1,0,0,0,1.086,715
1,9,31,1,0,0,1,1.086,716
1,7,15,1,0,0,1,1.086,716
1,5,26,1,0,1,1,1.086,717
1,2,41,1,0,0,1,1.086,718
0,6,25,1,1,0,1,1.086,719
0,3,35,1,0,0,0,1.086,720
0,15,23,1,0,0,0,1.086,720
1,14,23,1,0,0,1,1.086,720
1,7,26,1,0,0,0,1.086,721
0,7,27,1,0,0,0,1.086,722
1,7,22,1,0,1,0,1.086,723
1,6,23,1,1,0,0,1.086,724
0,0,39,1,0,0,0,1.086,725
0,6,21,1,1,0,1,1.086,725
1,6,25,1,0,1,0,1.086,726
0,2,28,1,0,0,1,1.086,727
1,5,39,1,0,0,0,1.086,728
0,11,23,1,0,0,1,1.086,729
0,5,16,1,0,0,0,1.086,729
1,9,30,1,1,0,0,1.086,730
1,5,25,1,1,0,1,1.031,731
1,5,40,1,0,0,0,1.031,732
1,1,35,1,0,0,0,1.031,733
1,7,47,1,0,0,0,1.031,734
1,6,23,1,0,0,0,1.031,735
1,7,27,1,0,0,0,1.031,736
1,0,36,1,0,0,0,1.031,737
1,2,29,1,0,1,0,1.031,738
0,0,45,1,0,0,1,1.031,739
1,6,17,1,0,0,0,1.031,739
1,5,15,1,0,0,1,1.031,739
1,0,45,1,0,0,0,1.031,740
0,6,19,1,1,0,0,1.031,740
1,7,20,1,0,0,0,1.031,741
0,0,37,1,0,0,1,1.031,742
0,2,35,1,0,0,0,1.031,743
1,4,43,1,0,0,0,1.048,744
1,5,27,1,0,0,1,1.048,744
1,4,28,1,0,0,0,1.048,745
1,3,36,1,0,0,0,1.048,746
0,5,17,1,0,0,1,1.048,746
0,5,16,1,0,0,0,1.048,746
0,5,21,1,0,0,0,1.048,747
1,0,38,1,0,0,0,1.048,748
1,7,24,1,0,1,0,1.048,749
1,0,28,1,0,0,0,1.048,750
1,5,29,1,0,1,0,1.048,751
1,6,32,1,0,0,1,1.048,752
0,16,25,1,0,0,1,1.048,753
1,4,40,1,1,0,0,1.048,754
0,6,45,1,0,0,0,1.048,755
0,10,22,1,0,0,1,1.048,756
0,7,20,1,0,0,0,1.048,756
1,5,38,1,0,0,1,1.048,757
1,6,18,1,0,1,0,1.048,757
1,4,16,1,0,0,0,1.048,757
1,0,40,1,0,1,1,1.048,758
1,6,43,1,0,0,1,1.048,759
0,11,21,1,0,0,1,1.048,759
1,4,48,1,0,0,1,1.048,760
1,6,26,1,0,1,0,1.048,760
1,2,32,1,0,1,1,1.048,761
1,11,40,1,0,0,1,1.048,762
0,11,18,1,0,0,1,1.048,762
0,7,16,1,0,0,0,1.048,762
1,6,30,1,1,0,1,1.048,763
1,5,26,1,0,1,1,1.048,764
1,6,24,1,0,1,1,1.048,765
1,0,45,1,0,0,0,1.183,766
0,6,22,1,0,0,0,1.183,766
0,4,15,1,0,0,0,1.183,766
0,6,18,1,0,0,0,1.183,766
0,9,16,1,1,0,0,1.183,766
1,0,24,1,0,0,0,1.183,767
0,5,15,1,0,0,0,1.183,768
1,5,21,1,0,0,0,1.183,769
1,2,41,1,0,0,0,1.183,770
0,6,17,1,0,1,1,1.183,770
1,6,20,1,0,1,0,1.183,771
1,7,17,1,0,1,0,1.183,771
1,5,19,1,0,1,0,1.183,772
0,7,26,1,0,0,0,1.183,773
0,9,16,1,0,0,0,1.183,773
1,9,16,1,0,0,0,1.183,774
1,5,32,1,0,0,1,1.183,775
0,7,16,1,0,0,0,1.183,775
1,7,39,1,0,0,0,1.183,776
1,6,20,1,0,1,0,1.183,777
1,0,38,1,1,0,1,1.183,778
0,6,19,1,0,0,0,1.183,778
0,6,15,1,0,0,0,1.183,778
1,6,19,1,0,1,0,1.183,779
1,0,33,1,0,0,0,1.183,780
1,5,34,1,0,0,1,0.988,781
1,5,21,1,0,1,1,0.988,782
0,0,42,1,0,0,0,0.988,783
1,0,21,1,0,0,0,0.988,783
1,3,31,1,0,0,0,0.988,784
1,5,47,1,0,0,1,0.988,785
0,7,18,1,0,0,1,0.988,785
1,0,27,1,1,0,1,0.988,786
1,3,32,1,0,0,1,1.06,787
1,6,37,1,0,0,0,1.06,788
0,3,15,1,0,0,0,1.06,788
1,7,19,1,0,0,1,1.06,789
1,11,25,1,0,0,1,1.06,790
1,8,22,1,1,0,1,1.06,791
0,0,40,1,0,0,1,1.06,792
0,7,15,1,0,0,1,1.06,792
1,2,46,1,0,0,0,1.06,793
0,11,27,1,0,0,0,1.06,793
1,0,38,1,0,0,0,1.06,794
0,0,30,1,0,0,1,1.06,794
0,16,26,1,0,0,1,1.06,794
0,0,48,1,0,0,1,1.06,795
1,7,26,1,0,0,0,1.06,795
1,0,29,1,0,0,1,1.06,796
1,0,46,1,0,0,1,1.06,797
1,6,23,1,0,1,1,1.06,798
1,0,35,1,0,0,1,1.06,799
1,2,40,1,0,0,1,1.06,800
1,0,23,1,0,0,1,1.021,801
1,0,33,1,0,1,0,1.021,802
0,0,47,1,0,0,1,1.021,803
1,4,35,1,0,1,1,1.021,804
1,0,27,1,0,1,1,1.021,805
0,6,23,1,0,0,1,1.021,806
0,0,40,1,0,0,0,1.021,807
1,0,24,1,0,0,1,1.021,808
1,2,22,1,0,1,1,1.021,809
1,7,15,1,0,0,0,1.021,810
0,0,28,1,0,0,1,1.021,811
1,1,33,1,0,0,1,1.021,812
1,4,25,1,0,1,1,1.03,813
1,7,19,1,1,0,0,1.03,814
0,7,15,1,0,0,1,1.03,814
1,6,29,1,0,0,1,1.03,815
1,3,30,1,0,1,1,1.03,816
1,2,28,1,1,0,0,1.03,817
1,3,24,1,0,1,1,1.03,818
0,0,31,1,0,0,1,1.03,819
0,0,29,1,0,0,1,1.03,820
1,5,28,1,0,0,0,1.03,821
1,2,27,1,0,0,1,1.079,822
1,4,40,1,0,0,1,1.079,823
1,0,17,1,0,1,0,1.079,823
1,0,48,1,0,1,1,1.079,824
0,3,15,1,0,0,0,1.079,824
1,3,38,1,0,0,0,1.079,825
0,3,15,1,0,0,0,1.079,825
0,0,39,1,0,0,1,1.079,826
0,15,37,1,0,0,1,1.079,827
0,9,22,1,0,0,1,1.079,827
1,2,37,1,0,0,0,1.079,828
1,9,24,0,0,0,1,1.149,829
1,11,18,0,0,0,1,1.149,829
1,7,22,0,0,0,1,1.149,830
1,13,42,0,0,0,1,1.149,831
1,11,18,0,0,0,1,1.149,832
1,7,31,0,0,1,1,1.149,833
1,10,32,0,0,0,1,1.149,834
1,9,33,0,0,1,1,1.149,835
0,7,16,0,0,0,1,1.149,836
0,11,36,0,0,1,1,1.149,837
1,9,32,0,0,0,1,1.149,838
1,0,35,0,0,1,0,1.149,839
1,5,20,1,0,1,1,1.37,840
0,0,20,1,0,0,1,1.37,841
1,0,30,1,0,1,0,1.37,842
0,0,30,1,1,0,1,1.37,843
1,3,42,1,0,0,1,1.37,844
1,10,18,1,0,0,0,1.37,844
0,6,17,1,0,0,1,1.37,845
1,5,19,1,1,0,1,1.37,846
1,0,40,1,0,0,1,1.37,847
0,2,27,1,0,0,1,1.37,848
1,7,27,1,0,0,1,1.319,849
0,5,42,1,0,0,1,1.319,850
0,3,20,1,0,1,0,1.319,851
1,0,17,1,0,0,0,1.319,852
0,6,33,1,0,1,1,1.319,853
0,7,25,1,0,1,1,1.186,854
0,3,27,1,0,0,1,1.186,855
0,9,17,1,0,0,1,1.186,855
1,16,29,1,0,0,1,1.186,856
0,4,25,1,0,0,1,1.186,857
1,3,35,1,0,0,0,1.296,858
0,4,30,1,0,1,1,1.296,859
1,8,30,1,0,0,0,1.296,860
1,0,25,1,0,1,0,1.468,861
1,5,29,1,1,0,1,1.468,862
0,0,28,1,0,0,1,1.468,863
1,0,30,1,0,1,0,1.468,864
1,4,18,1,1,0,1,1.468,865
1,0,45,1,0,0,1,1.468,866
1,11,36,1,0,0,0,1.468,867
1,6,22,1,0,0,1,1.468,868
1,11,29,1,0,1,1,1.053,869
0,7,26,1,0,1,1,1.31,870
1,10,20,1,1,0,0,1.31,871
1,0,35,1,0,0,1,1.31,872
1,13,22,1,0,1,1,1.31,873
1,6,15,1,0,0,0,1.31,873
0,0,23,1,0,0,0,1.368,874
1,5,21,1,0,1,1,1.368,875
0,5,23,1,0,1,1,1.368,876
1,4,25,1,0,0,0,1.368,877
1,2,26,1,1,0,1,1.368,878
1,7,26,1,0,1,1,1.368,879
1,0,34,1,0,0,1,1.368,880
1,7,15,1,0,0,1,1.368,880
0,3,46,1,0,0,1,1.368,881
1,0,36,1,0,1,0,1.368,882
1,7,38,1,0,0,1,1.368,883
1,7,17,1,0,0,0,1.368,883
1,1,18,1,1,0,0,1.368,884
0,0,28,1,0,1,0,1.368,885
1,4,26,1,0,0,1,1.368,886
1,7,16,1,0,0,0,1.368,887
0,5,24,1,0,0,1,1.368,888
1,6,18,1,1,0,1,1.368,889
1,0,29,1,0,0,0,1.368,890
1,0,32,1,1,0,1,1.368,891
1,0,27,1,0,0,0,1.368,892
1,3,20,1,1,0,1,1.368,893
0,0,41,1,0,1,1,1.368,894
0,6,41,1,0,0,1,1.477,895
1,4,27,1,0,0,0,1.477,896
1,5,20,1,0,1,1,1.477,897
1,2,34,1,0,0,1,1.477,898
0,6,16,1,0,0,0,1.477,898
1,6,45,1,0,0,1,1.477,899
1,2,44,1,0,0,1,1.477,900
1,3,25,1,0,1,1,1.477,900
0,6,16,1,0,0,1,1.477,900
1,1,25,1,0,0,1,1.477,901
1,3,28,1,0,1,0,1.22,902
1,7,39,1,0,0,1,1.22,903
1,6,25,1,1,0,0,1.22,904
1,9,23,1,0,0,1,0.63,905
1,5,28,1,0,0,0,0.63,905
1,4,23,1,0,0,1,0.63,906
1,11,28,1,0,0,1,0.63,907
1,3,27,1,0,0,1,0.63,908
0,8,22,1,0,0,1,1.089,909
0,6,16,1,0,0,1,1.089,909
1,8,25,1,0,0,1,1.089,910
1,2,21,1,0,1,1,1.089,911
1,6,39,1,0,0,1,1.089,912
1,3,39,1,0,0,0,1.089,913
1,15,29,1,0,0,1,1.085,914
0,7,18,1,1,0,1,1.085,915
1,1,30,1,1,0,0,1.085,916
1,5,32,1,0,1,0,1.085,917
0,4,16,1,0,0,1,1.085,917
1,5,41,1,0,0,1,0.952,918
1,9,19,1,0,0,1,1.133,919
1,5,28,1,0,1,1,1.133,920
1,6,30,1,1,0,1,1.133,921
1,0,48,1,0,0,0,1.133,922
1,6,34,1,0,1,1,1.133,923
1,8,16,1,0,0,0,1.133,924
1,8,27,1,1,0,0,1.133,925
0,0,47,1,0,0,1,1.133,926
1,7,23,1,0,1,0,1.133,927
1,1,27,1,0,1,0,1.133,928
0,6,23,1,1,0,1,1.127,929
1,3,29,1,1,0,1,1.127,930
1,5,26,1,1,0,1,1.127,931
1,5,25,1,0,0,1,1.127,932
0,3,46,1,0,0,1,1.127,933
1,6,24,1,0,0,1,1.127,933
0,7,40,1,0,0,1,1.127,934
0,3,23,1,0,0,1,1.127,935
1,15,25,1,0,1,1,1.127,936
1,11,29,1,0,0,1,1.127,937
0,0,25,1,0,0,1,1.127,937
1,7,41,1,0,0,1,1.127,938
1,3,21,1,0,0,1,1.127,939
1,3,39,1,0,0,0,1.127,940
1,7,25,1,1,0,1,1.127,941
1,6,24,1,0,0,1,1.09,942
0,7,36,1,0,0,1,1.09,943
1,9,20,1,0,0,1,1.09,943
1,8,18,1,1,0,1,1.09,943
1,0,48,1,0,0,1,1.09,944
0,6,18,1,0,0,1,1.09,944
0,5,16,1,0,0,1,1.09,944
1,0,28,1,0,1,1,1.09,945
1,6,27,1,1,0,1,1.09,946
1,2,30,1,0,1,0,1.09,947
1,9,20,1,0,1,1,1.09,948
1,4,36,1,0,0,1,1.09,949
1,5,15,1,0,0,0,1.09,949
1,3,35,1,0,0,1,1.09,950
1,3,28,1,1,0,1,1.09,950
1,3,20,1,0,0,1,1.09,951
1,0,42,1,0,0,1,1.09,952
0,6,25,1,0,0,0,1.09,952
0,6,16,1,0,0,1,1.09,952
1,6,24,1,0,0,1,1.09,953
1,1,34,1,0,0,1,1.09,954
1,3,36,1,0,0,1,1.09,955
0,6,15,1,0,0,1,1.09,955
1,7,25,1,1,0,1,1.09,956
1,4,22,1,0,1,1,1.09,957
1,6,28,1,0,0,0,1.09,958
1,6,28,1,0,0,1,1.09,959
1,0,46,1,0,0,1,1.09,960
0,5,16,1,0,0,0,1.09,960
1,7,20,1,0,0,1,1.09,961
1,3,19,1,0,0,0,1.095,962
1,5,22,1,0,0,1,1.095,963
1,0,36,1,0,0,0,1.095,964
1,0,43,1,0,0,1,1.095,965
1,5,20,1,1,0,0,1.095,966
1,9,18,1,1,0,1,1.095,967
1,4,21,1,1,0,1,1.095,968
1,6,17,1,0,0,0,1.095,969
0,4,25,1,0,1,0,1.095,969
1,3,29,1,1,0,0,1.095,970
1,0,29,1,0,0,1,1.095,971
1,0,32,1,0,0,1,1.095,972
0,8,27,1,0,0,1,1.095,973
1,0,44,1,0,0,0,1.095,974
1,0,24,1,1,0,1,1.095,975
0,1,27,1,0,0,0,1.095,976
0,3,20,1,0,0,1,1.095,977
1,2,30,1,1,0,1,1.095,978
1,9,22,1,0,1,1,1.077,979
1,0,36,1,1,0,1,1.077,980
1,9,30,1,0,0,1,1.077,981
1,10,27,1,1,0,1,1.077,982
1,15,33,1,0,1,1,1.077,983
0,2,29,1,0,0,0,1.077,984
1,2,30,1,0,0,1,1.077,985
1,4,32,1,0,1,1,1.077,986
1,1,39,1,0,0,0,1.077,987
1,6,17,1,0,0,0,1.077,987
1,2,32,1,0,0,1,1.679,988
1,1,28,1,0,0,0,1.679,989
1,0,17,1,0,0,0,1.679,990
1,0,17,1,0,0,0,1.679,991
1,0,20,1,0,1,0,1.679,992
0,1,15,1,0,0,0,1.679,993
1,0,38,1,0,1,0,1.679,994
1,1,18,1,0,0,0,1.679,994
1,0,18,1,0,1,1,1.679,995
1,0,25,1,0,1,1,1.679,996
1,0,23,1,0,0,0,1.679,997
1,0,25,1,0,1,1,1.679,998
1,0,17,1,0,0,0,1.679,999
1,0,18,1,0,0,1,1.679,1000
1,7,16,1,0,0,0,1.679,1001
0,0,18,1,0,0,0,1.679,1002
1,0,24,1,1,0,1,1.679,1003
1,2,28,1,0,1,0,1.679,1004
1,0,30,1,0,0,0,1.679,1005
0,4,39,1,0,0,1,1.521,1006
1,0,30,1,0,1,0,1.521,1007
0,2,32,1,0,0,0,1.521,1008
1,4,17,1,0,0,1,1.521,1009
1,3,29,1,0,0,0,1.521,1010
1,7,35,1,0,0,1,1.521,1011
1,1,34,1,0,0,1,1.521,1012
1,0,24,1,0,1,0,1.521,1012
1,0,20,1,0,0,0,1.521,1013
1,11,22,1,0,0,1,1.521,1014
0,0,23,1,0,0,1,1.521,1014
1,0,41,1,0,0,1,1.521,1015
1,0,28,1,0,1,1,1.232,1016
1,0,32,1,1,0,0,1.232,1017
1,0,33,1,0,0,0,1.232,1018
1,0,41,1,0,0,1,1.232,1019
0,0,17,1,0,0,0,1.232,1019
1,0,25,1,0,1,1,1.232,1020
1,0,29,1,1,0,1,1.232,1021
1,0,45,1,0,0,0,1.232,1022
0,0,15,1,0,0,0,1.232,1022
1,0,19,1,0,0,1,1.232,1023
0,0,16,1,0,0,0,1.232,1024
1,0,40,1,0,0,0,1.232,1025
1,0,16,1,0,0,0,1.232,1025
1,0,37,1,0,0,1,1.232,1026
1,0,26,1,0,0,0,1.232,1027
1,0,25,1,0,1,0,1.232,1028
1,0,44,1,0,0,0,1.232,1029
0,0,16,1,0,0,1,1.232,1029
1,0,27,1,1,0,1,1.232,1030
1,0,27,1,1,0,0,1.232,1031
0,0,28,1,0,0,1,1.152,1032
1,4,27,1,0,1,0,1.152,1033
1,0,38,1,0,1,1,1.152,1034
0,5,16,1,0,0,0,1.152,1034
1,0,37,1,0,0,1,1.152,1035
1,0,49,1,0,0,1,1.152,1036
1,0,44,1,0,0,1,1.152,1037
0,0,30,1,0,0,1,1.187,1038
1,0,40,1,0,0,1,1.187,1039
0,0,24,1,1,0,1,1.187,1040
1,4,18,1,0,0,0,1.187,1040
0,0,43,1,0,0,1,1.187,1041
0,1,16,1,0,0,0,1.187,1041
1,0,26,1,0,1,0,1.187,1042
1,0,19,1,0,0,1,1.187,1043
1,3,29,1,0,1,1,1.187,1044
1,0,38,1,0,0,1,1.187,1045
0,4,18,1,0,0,0,1.187,1045
1,0,29,1,0,1,0,1.187,1046
1,3,24,1,0,1,1,1.187,1047
0,2,17,1,0,1,0,1.187,1047
1,0,24,1,0,1,1,1.187,1048
1,15,23,1,1,0,1,1.141,1049
1,3,38,1,0,1,0,1.141,1049
1,10,17,1,0,0,0,1.141,1049
1,6,16,1,0,0,1,1.141,1050
1,1,28,1,0,0,1,1.141,1051
1,2,21,1,0,1,1,1.141,1052
1,0,30,1,0,0,0,1.141,1053
1,0,23,1,0,0,0,1.141,1054
1,2,35,1,0,0,1,1.141,1055
1,0,27,1,0,0,0,1.141,1056
1,0,20,1,0,1,0,1.141,1057
1,9,35,1,0,0,1,1.126,1058
1,0,26,1,1,0,1,1.126,1059
1,4,28,1,0,1,0,1.126,1060
1,4,24,1,0,0,0,1.126,1061
1,8,25,1,1,0,1,1.126,1062
1,0,35,1,0,0,1,1.126,1063
1,0,34,1,0,0,1,1.126,1064
1,6,29,1,0,0,1,1.126,1065
1,5,20,1,0,1,0,1.126,1066
0,5,16,1,0,0,1,1.126,1066
1,3,21,1,0,1,0,1.126,1067
1,2,30,1,0,1,1,1.126,1067
1,0,36,1,0,0,0,1.126,1068
0,7,42,1,0,0,1,1.126,1069
1,6,18,1,0,0,0,1.126,1069
1,2,35,1,1,0,0,1.126,1070
1,4,28,1,0,0,0,1.126,1071
0,6,24,1,0,0,1,1.126,1072
1,0,37,1,0,1,1,1.126,1073
1,6,33,1,0,0,1,1.126,1074
1,5,15,1,0,0,1,1.126,1074
0,4,34,1,0,0,1,1.126,1075
1,6,16,1,0,0,0,1.126,1075
1,7,35,1,1,0,0,1.126,1076
0,6,15,1,0,0,1,1.126,1076
0,6,38,1,0,0,1,1.126,1077
1,6,38,1,0,0,1,1.126,1078
1,9,16,1,0,0,0,1.126,1078
1,6,17,1,0,0,1,1.078,1079
1,5,46,1,0,0,0,1.078,1080
0,9,24,1,0,0,1,1.078,1081
1,15,20,1,0,1,1,1.078,1081
0,10,19,1,0,0,0,1.078,1081
1,0,29,1,0,0,1,1.078,1082
1,3,44,1,0,0,1,1.078,1083
1,9,22,1,0,1,1,1.078,1083
1,6,23,1,0,0,0,1.078,1084
1,0,48,1,0,0,0,1.078,1085
