Country,Inequality,Representation
Japan,4.2,11
Finland,5.4,38
Sweden,6,45
Norway,6,38
Austria,6.7,32
Germany,6.7,31
Denmark,7.9,37
Belgium,8,36
Switzerland,8.8,25
France,8.9,14
Netherlands,9,34
Canada,9.2,25
Ireland,9.2,14
Spain,10,31
Greece,10,13
Italy,11.4,16
New Zealand,12.2,32
Australia,12.2,28
United Kingdom,13.6,19
Portugal,14.6,21
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
